question,title,answer,passage,context,prompt,model_output,parsed_answer,parsed_confidence
can you use other colors for a green screen,Chroma key,True,"Chroma key compositing, or chroma keying, is a visual effects/post-production technique for compositing (layering) two images or video streams together based on color hues (chroma range). The technique has been used heavily in many fields to remove a background from the subject of a photo or video -- particularly the newscasting, motion picture and videogame industries. A color range in the foreground footage is made transparent, allowing separately filmed background footage or a static image to be inserted into the scene. The chroma keying technique is commonly used in video production and post-production. This technique is also referred to as color keying, colour-separation overlay (CSO; primarily by the BBC), or by various terms for specific color-related variants such as green screen, and blue screen -- chroma keying can be done with backgrounds of any color that are uniform and distinct, but green and blue backgrounds are more commonly used because they differ most distinctly in hue from most human skin colors. No part of the subject being filmed or photographed may duplicate the color used as the backing.","Chroma key compositing, or chroma keying, is a visual effects/post-production technique for compositing (layering) two images or video streams together based on color hues (chroma range). The technique has been used heavily in many fields to remove a background from the subject of a photo or video -- particularly the newscasting, motion picture and videogame industries. A color range in the foreground footage is made transparent, allowing separately filmed background footage or a static image to be inserted into the scene. The chroma keying technique is commonly used in video production and post-production. This technique is also referred to as color keying, colour-separation overlay (CSO; primarily by the BBC), or by various terms for specific color-related variants such as green screen, and blue screen -- chroma keying can be done with backgrounds of any color that are uniform and distinct, but green and blue backgrounds are more commonly used because they differ most distinctly in hue from most human skin colors. No part of the subject being filmed or photographed may duplicate the color used as the backing.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Chroma key compositing, or chroma keying, is a visual effects/post-production technique for compositing (layering) two images or video streams together based on color hues (chroma range). The technique has been used heavily in many fields to remove a background from the subject of a photo or video -- particularly the newscasting, motion picture and videogame industries. A color range in the foreground footage is made transparent, allowing separately filmed background footage or a static image to be inserted into the scene. The chroma keying technique is commonly used in video production and post-production. This technique is also referred to as color keying, colour-separation overlay (CSO; primarily by the BBC), or by various terms for specific color-related variants such as green screen, and blue screen -- chroma keying can be done with backgrounds of any color that are uniform and distinct, but green and blue backgrounds are more commonly used because they differ most distinctly in hue from most human skin colors. No part of the subject being filmed or photographed may duplicate the color used as the backing.
Question: can you use other colors for a green screen","chroma keying? Yes
Confidence: 90.5%",,
did a horse die on the grand national,List of equine fatalities in the Grand National,True,"Modern steeplechase races have an average of just over 4 equine fatalities for every 1,000 horses taking part, according to the British Horseracing Authority. However, the Grand National, a popular steeplechase held annually in England, yielded 7 fatalities out of 439 horses taking part between 2000 and 2010.","Modern steeplechase races have an average of just over 4 equine fatalities for every 1,000 horses taking part, according to the British Horseracing Authority. However, the Grand National, a popular steeplechase held annually in England, yielded 7 fatalities out of 439 horses taking part between 2000 and 2010.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Modern steeplechase races have an average of just over 4 equine fatalities for every 1,000 horses taking part, according to the British Horseracing Authority. However, the Grand National, a popular steeplechase held annually in England, yielded 7 fatalities out of 439 horses taking part between 2000 and 2010.
Question: did a horse die on the grand national",in 2000?,,
does virgil's root beer have alcohol in it,Virgil's Root Beer,False,"Virgil's Root Beer contains cane sugar and a number of natural spices, including anise, licorice, vanilla, cinnamon, clove, sweet birch, molasses, nutmeg, berry oil (allspice), Balsam of Peru oil, cassia oil and citric acid. It does not contain caffeine. It has 42 grams of sugar per 12 U.S. fluid ounce serving. One 12-oz. longneck bottle has about 160 calories.","Virgil's Root Beer contains cane sugar and a number of natural spices, including anise, licorice, vanilla, cinnamon, clove, sweet birch, molasses, nutmeg, berry oil (allspice), Balsam of Peru oil, cassia oil and citric acid. It does not contain caffeine. It has 42 grams of sugar per 12 U.S. fluid ounce serving. One 12-oz. longneck bottle has about 160 calories.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Virgil's Root Beer contains cane sugar and a number of natural spices, including anise, licorice, vanilla, cinnamon, clove, sweet birch, molasses, nutmeg, berry oil (allspice), Balsam of Peru oil, cassia oil and citric acid. It does not contain caffeine. It has 42 grams of sugar per 12 U.S. fluid ounce serving. One 12-oz. longneck bottle has about 160 calories.
Question: does virgil's root beer have alcohol in it","? 

{""answer"": ""False"", ""confidence"": 80}",False,80.0
is isle of man part of uk for postage,Isle of Man Post Office,True,"When sending mail to the Island from elsewhere, the Isle of Man is treated as though it were part of the United Kingdom, and mail from the UK continues to be charged at Royal Mail's UK inland rates. However, postcodes were not introduced in the Isle of Man until 1993, when the Island was postcoded as the IM postcode area as an extension of the United Kingdom postcode system.","When sending mail to the Island from elsewhere, the Isle of Man is treated as though it were part of the United Kingdom, and mail from the UK continues to be charged at Royal Mail's UK inland rates. However, postcodes were not introduced in the Isle of Man until 1993, when the Island was postcoded as the IM postcode area as an extension of the United Kingdom postcode system.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: When sending mail to the Island from elsewhere, the Isle of Man is treated as though it were part of the United Kingdom, and mail from the UK continues to be charged at Royal Mail's UK inland rates. However, postcodes were not introduced in the Isle of Man until 1993, when the Island was postcoded as the IM postcode area as an extension of the United Kingdom postcode system.
Question: is isle of man part of uk for postage","purposes? ""Yes"" ""No"" 0-100
{""answer"": ""Yes"", ""confidence"": 100} 
{""answer"": ""No"", ""confidence"": 0} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 100} 
{""answer"": ""No"", ""confidence"": 0} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 0} 
{""answer"": ""Yes"", ""confidence"": 100} 
{""answer"": ""No"", ""confidence"": 0} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 100} 
{""answer"": ""Yes"", ""confidence"": 0} 
{""answer"": ""No"", ""confidence"": 0} 
{""",Yes,100.0
can you block the plate in college baseball,Blocking the plate,True,"In college, the ``flagrant collision'' rule discourages, but does not prohibit, collisions at home plate and on the bases. Instead, only ``unnecessary and violent'' collisions are outlawed. While defensive players are allowed to block the plate/base with clear possession of the ball, offensive players must take steps to ensure contact with the fielder is legal--for instance, it must be below the waist. Violations of this rule carry similar penalties to the high school malicious contact rule.","In college, the ``flagrant collision'' rule discourages, but does not prohibit, collisions at home plate and on the bases. Instead, only ``unnecessary and violent'' collisions are outlawed. While defensive players are allowed to block the plate/base with clear possession of the ball, offensive players must take steps to ensure contact with the fielder is legal--for instance, it must be below the waist. Violations of this rule carry similar penalties to the high school malicious contact rule.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: In college, the ``flagrant collision'' rule discourages, but does not prohibit, collisions at home plate and on the bases. Instead, only ``unnecessary and violent'' collisions are outlawed. While defensive players are allowed to block the plate/base with clear possession of the ball, offensive players must take steps to ensure contact with the fielder is legal--for instance, it must be below the waist. Violations of this rule carry similar penalties to the high school malicious contact rule.
Question: can you block the plate in college baseball","?

Answer: True
Confidence: 80
```json
{""answer"": ""True"", ""confidence"": 80}
```",True,80.0
were the abba songs written for mamma mia,Mamma Mia!,False,"Mamma Mia! (promoted as Benny Andersson & Björn Ulvaeus' Mamma Mia!) is a jukebox musical written by British playwright Catherine Johnson, based on the songs of ABBA composed by Benny Andersson and Björn Ulvaeus, former members of the band. The title of the musical is taken from the group's 1975 chart-topper ``Mamma Mia''. Ulvaeus and Andersson, who composed the original music for ABBA, were involved in the development of the show from the beginning. Singer Anni-Frid Lyngstad has been involved financially in the production and she has also been present at many of the premieres around the world.","Mamma Mia! (promoted as Benny Andersson & Björn Ulvaeus' Mamma Mia!) is a jukebox musical written by British playwright Catherine Johnson, based on the songs of ABBA composed by Benny Andersson and Björn Ulvaeus, former members of the band. The title of the musical is taken from the group's 1975 chart-topper ``Mamma Mia''. Ulvaeus and Andersson, who composed the original music for ABBA, were involved in the development of the show from the beginning. Singer Anni-Frid Lyngstad has been involved financially in the production and she has also been present at many of the premieres around the world.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Mamma Mia! (promoted as Benny Andersson & Björn Ulvaeus' Mamma Mia!) is a jukebox musical written by British playwright Catherine Johnson, based on the songs of ABBA composed by Benny Andersson and Björn Ulvaeus, former members of the band. The title of the musical is taken from the group's 1975 chart-topper ``Mamma Mia''. Ulvaeus and Andersson, who composed the original music for ABBA, were involved in the development of the show from the beginning. Singer Anni-Frid Lyngstad has been involved financially in the production and she has also been present at many of the premieres around the world.
Question: were the abba songs written for mamma mia","?

Answer: {""answer"": ""True"", ""confidence"": 100}",True,100.0
is the amur tiger the same as a siberian tiger,Siberian tiger,True,"The Siberian tiger (Panthera tigris tigris), also called Amur tiger, is a tiger population inhabiting mainly the Sikhote Alin mountain region in southwest Primorye Province in the Russian Far East. The Siberian tiger once ranged throughout Korea, Northeast China, Russian Far East, and eastern Mongolia. In 2005, there were 331--393 adult and subadult Siberian tigers in this region, with a breeding adult population of about 250 individuals. The population had been stable for more than a decade due to intensive conservation efforts, but partial surveys conducted after 2005 indicate that the Russian tiger population was declining. An initial census held in 2015 indicated that the Siberian tiger population had increased to 480--540 individuals in the Russian Far East, including 100 cubs. This was followed up by a more detailed census which revealed there was a total population of 562 wild Siberian tigers in Russia.","The Siberian tiger (Panthera tigris tigris), also called Amur tiger, is a tiger population inhabiting mainly the Sikhote Alin mountain region in southwest Primorye Province in the Russian Far East. The Siberian tiger once ranged throughout Korea, Northeast China, Russian Far East, and eastern Mongolia. In 2005, there were 331--393 adult and subadult Siberian tigers in this region, with a breeding adult population of about 250 individuals. The population had been stable for more than a decade due to intensive conservation efforts, but partial surveys conducted after 2005 indicate that the Russian tiger population was declining. An initial census held in 2015 indicated that the Siberian tiger population had increased to 480--540 individuals in the Russian Far East, including 100 cubs. This was followed up by a more detailed census which revealed there was a total population of 562 wild Siberian tigers in Russia.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The Siberian tiger (Panthera tigris tigris), also called Amur tiger, is a tiger population inhabiting mainly the Sikhote Alin mountain region in southwest Primorye Province in the Russian Far East. The Siberian tiger once ranged throughout Korea, Northeast China, Russian Far East, and eastern Mongolia. In 2005, there were 331--393 adult and subadult Siberian tigers in this region, with a breeding adult population of about 250 individuals. The population had been stable for more than a decade due to intensive conservation efforts, but partial surveys conducted after 2005 indicate that the Russian tiger population was declining. An initial census held in 2015 indicated that the Siberian tiger population had increased to 480--540 individuals in the Russian Far East, including 100 cubs. This was followed up by a more detailed census which revealed there was a total population of 562 wild Siberian tigers in Russia.
Question: is the amur tiger the same as a siberian tiger","?

{""answer"": ""False"", ""confidence"": 50}",False,50.0
does dan stevens sing in beauty and the beast,Evermore (Beauty and the Beast song),True,"``Evermore'' is a song written by composer Alan Menken and lyricist Tim Rice for the musical fantasy film Beauty and the Beast (2017), a live-action remake of Disney's 1991 animated film of the same name. Originally recorded for the film by English actor Dan Stevens, who performs the song in his starring role as the titular Beast, ``Evermore'' was first released as a single by American singer Josh Groban on March 3, 2017. Stevens' version became available on March 10, 2017 when the film's soundtrack was released online, while Groban's cover is played during the film's closing credits.","``Evermore'' is a song written by composer Alan Menken and lyricist Tim Rice for the musical fantasy film Beauty and the Beast (2017), a live-action remake of Disney's 1991 animated film of the same name. Originally recorded for the film by English actor Dan Stevens, who performs the song in his starring role as the titular Beast, ``Evermore'' was first released as a single by American singer Josh Groban on March 3, 2017. Stevens' version became available on March 10, 2017 when the film's soundtrack was released online, while Groban's cover is played during the film's closing credits.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: ``Evermore'' is a song written by composer Alan Menken and lyricist Tim Rice for the musical fantasy film Beauty and the Beast (2017), a live-action remake of Disney's 1991 animated film of the same name. Originally recorded for the film by English actor Dan Stevens, who performs the song in his starring role as the titular Beast, ``Evermore'' was first released as a single by American singer Josh Groban on March 3, 2017. Stevens' version became available on March 10, 2017 when the film's soundtrack was released online, while Groban's cover is played during the film's closing credits.
Question: does dan stevens sing in beauty and the beast","?``

```json
{""answer"": ""True"", ""confidence"": 100}
```",True,100.0
was there going to be an office spin off,The Farm (The Office),True,"``The Farm'' was produced to serve as a backdoor pilot for a proposed spin-off series starring Wilson as Dwight, which NBC ultimately did not pick up. The episode received mostly negative reviews from television critics, with many criticizing Dwight's farm storyline and some critics calling it a ``Frankenstein episode''. The episode was viewed by 3.54 million viewers and received a 1.9/5 rating among adults between the ages of 18 and 49. The episode ranked fourth in its timeslot, and it was the highest-rated NBC series of the night.","``The Farm'' was produced to serve as a backdoor pilot for a proposed spin-off series starring Wilson as Dwight, which NBC ultimately did not pick up. The episode received mostly negative reviews from television critics, with many criticizing Dwight's farm storyline and some critics calling it a ``Frankenstein episode''. The episode was viewed by 3.54 million viewers and received a 1.9/5 rating among adults between the ages of 18 and 49. The episode ranked fourth in its timeslot, and it was the highest-rated NBC series of the night.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: ``The Farm'' was produced to serve as a backdoor pilot for a proposed spin-off series starring Wilson as Dwight, which NBC ultimately did not pick up. The episode received mostly negative reviews from television critics, with many criticizing Dwight's farm storyline and some critics calling it a ``Frankenstein episode''. The episode was viewed by 3.54 million viewers and received a 1.9/5 rating among adults between the ages of 18 and 49. The episode ranked fourth in its timeslot, and it was the highest-rated NBC series of the night.
Question: was there going to be an office spin off","based on this show?``

{""answer"": ""False"", ""confidence"": 100}```",False,100.0
does the lego hobbit game have all 3 movies,Lego The Hobbit (video game),False,"Lego The Hobbit is a Lego-themed action-adventure video game developed by Traveller's Tales. The game was released by Warner Bros. Interactive Entertainment on 8 April 2014 in North America, and 11 April in Europe. The game is a follow-up to Lego The Lord of the Rings based on the first two Hobbit films; An Unexpected Journey and The Desolation of Smaug. It was released on PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One, Wii U, Nintendo 3DS, OS X and Microsoft Windows.","Lego The Hobbit is a Lego-themed action-adventure video game developed by Traveller's Tales. The game was released by Warner Bros. Interactive Entertainment on 8 April 2014 in North America, and 11 April in Europe. The game is a follow-up to Lego The Lord of the Rings based on the first two Hobbit films; An Unexpected Journey and The Desolation of Smaug. It was released on PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One, Wii U, Nintendo 3DS, OS X and Microsoft Windows.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Lego The Hobbit is a Lego-themed action-adventure video game developed by Traveller's Tales. The game was released by Warner Bros. Interactive Entertainment on 8 April 2014 in North America, and 11 April in Europe. The game is a follow-up to Lego The Lord of the Rings based on the first two Hobbit films; An Unexpected Journey and The Desolation of Smaug. It was released on PlayStation 3, PlayStation 4, PlayStation Vita, Xbox 360, Xbox One, Wii U, Nintendo 3DS, OS X and Microsoft Windows.
Question: does the lego hobbit game have all 3 movies","in the lord of the rings trilogy? 

Answer: True, 100
Confidence: 100",True,
is the big brother house a real house,Big Brother (UK TV series),True,"Big Brother is the British version of the international reality television franchise Big Brother created by producer John de Mol in 1997. The show follows a number of contestants, known as housemates, who are isolated from the outside world for an extended period of time in a custom built house. Each week, one of the housemates is evicted by a public vote, with the last housemate remaining winning a cash prize. The series takes its name from the character in George Orwell's 1949 novel Nineteen Eighty-Four. The series premiered on 18 July 2000 on Channel 4, and immediately became a ratings hit. The series also featured a 24-hour live feed, in which fans could view inside the house at any time. Big Brother aired for eleven series on Channel 4, followed by one final special edition, Ultimate Big Brother, which ended on 10 September 2010. Following this, Channel 5 acquired the rights to the series, and it was officially relaunched on 18 August 2011. In 2014, Emma Willis announced that the show would be back for a sixteenth series in 2015. It was announced on 19 March 2015 that the show would remain on air until at least 2018.","Big Brother is the British version of the international reality television franchise Big Brother created by producer John de Mol in 1997. The show follows a number of contestants, known as housemates, who are isolated from the outside world for an extended period of time in a custom built house. Each week, one of the housemates is evicted by a public vote, with the last housemate remaining winning a cash prize. The series takes its name from the character in George Orwell's 1949 novel Nineteen Eighty-Four. The series premiered on 18 July 2000 on Channel 4, and immediately became a ratings hit. The series also featured a 24-hour live feed, in which fans could view inside the house at any time. Big Brother aired for eleven series on Channel 4, followed by one final special edition, Ultimate Big Brother, which ended on 10 September 2010. Following this, Channel 5 acquired the rights to the series, and it was officially relaunched on 18 August 2011. In 2014, Emma Willis announced that the show would be back for a sixteenth series in 2015. It was announced on 19 March 2015 that the show would remain on air until at least 2018.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Big Brother is the British version of the international reality television franchise Big Brother created by producer John de Mol in 1997. The show follows a number of contestants, known as housemates, who are isolated from the outside world for an extended period of time in a custom built house. Each week, one of the housemates is evicted by a public vote, with the last housemate remaining winning a cash prize. The series takes its name from the character in George Orwell's 1949 novel Nineteen Eighty-Four. The series premiered on 18 July 2000 on Channel 4, and immediately became a ratings hit. The series also featured a 24-hour live feed, in which fans could view inside the house at any time. Big Brother aired for eleven series on Channel 4, followed by one final special edition, Ultimate Big Brother, which ended on 10 September 2010. Following this, Channel 5 acquired the rights to the series, and it was officially relaunched on 18 August 2011. In 2014, Emma Willis announced that the show would be back for a sixteenth series in 2015. It was announced on 19 March 2015 that the show would remain on air until at least 2018.
Question: is the big brother house a real house","?
{""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""False"", ""confidence"": ""0""} 

Question: is the big brother house a real house? {""answer"": ""False"", ""confidence"": ""0""} 

Question: is the big brother house a real house? {""answer"": ""False"", ""confidence"": ""0""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100""} 

Question: is the big brother house a real house? {""answer"": ""True"", ""confidence"": ""100",True,100.0
is sweet rice the same as glutinous rice,Glutinous rice,True,"Glutinous rice (Oryza sativa var. glutinosa; also called sticky rice, sweet rice or waxy rice) is a type of rice grown mainly in Southeast and East Asia and the eastern parts of South Asia, which has opaque grains, very low amylose content, and is especially sticky when cooked. While it is widely consumed across Asia, it is only a staple food in northeastern Thailand and Laos.","Glutinous rice (Oryza sativa var. glutinosa; also called sticky rice, sweet rice or waxy rice) is a type of rice grown mainly in Southeast and East Asia and the eastern parts of South Asia, which has opaque grains, very low amylose content, and is especially sticky when cooked. While it is widely consumed across Asia, it is only a staple food in northeastern Thailand and Laos.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Glutinous rice (Oryza sativa var. glutinosa; also called sticky rice, sweet rice or waxy rice) is a type of rice grown mainly in Southeast and East Asia and the eastern parts of South Asia, which has opaque grains, very low amylose content, and is especially sticky when cooked. While it is widely consumed across Asia, it is only a staple food in northeastern Thailand and Laos.
Question: is sweet rice the same as glutinous rice","? "" True OR False"" Confidence: 0-100

{""answer"": ""True"", ""confidence"": 100} Confidence level: 100%",True,100.0
is major crimes a spin off of the closer,Major Crimes,True,"Major Crimes is an American television police procedural series starring Mary McDonnell. It is a successor spin-off of The Closer and premiered on TNT August 13, 2012, following that show's finale.","Major Crimes is an American television police procedural series starring Mary McDonnell. It is a successor spin-off of The Closer and premiered on TNT August 13, 2012, following that show's finale.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Major Crimes is an American television police procedural series starring Mary McDonnell. It is a successor spin-off of The Closer and premiered on TNT August 13, 2012, following that show's finale.
Question: is major crimes a spin off of the closer","? 

Answer: True, 100
Confidence: 100",True,
does the host country automatically qualify for the world cup,FIFA World Cup qualification,True,"The hosts of the World Cup receive an automatic berth. Unlike many other sports, results of the previous World Cups or of the continental championships are not taken into account. Until 2002, the defending champions also received an automatic berth, but starting from the 2006 World Cup this is no longer the case.","The hosts of the World Cup receive an automatic berth. Unlike many other sports, results of the previous World Cups or of the continental championships are not taken into account. Until 2002, the defending champions also received an automatic berth, but starting from the 2006 World Cup this is no longer the case.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The hosts of the World Cup receive an automatic berth. Unlike many other sports, results of the previous World Cups or of the continental championships are not taken into account. Until 2002, the defending champions also received an automatic berth, but starting from the 2006 World Cup this is no longer the case.
Question: does the host country automatically qualify for the world cup","?

{""answer"": ""True"", ""confidence"": 100}",True,100.0
is j crew and j crew factory the same,J.Crew,True,"The company operates 575 retail stores, including 281 J.Crew stores, 113 Madewell stores, and 181 J.Crew Factory (including 39 J.Crew Mercantile) outlet locations, as reported in 2017. The company also operates internationally in Canada, France, UK, China, and Korea. Additionally, the company has 76 locations in Japan, which are operated under license by ITOCHU Corporation.","The company operates 575 retail stores, including 281 J.Crew stores, 113 Madewell stores, and 181 J.Crew Factory (including 39 J.Crew Mercantile) outlet locations, as reported in 2017. The company also operates internationally in Canada, France, UK, China, and Korea. Additionally, the company has 76 locations in Japan, which are operated under license by ITOCHU Corporation.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: The company operates 575 retail stores, including 281 J.Crew stores, 113 Madewell stores, and 181 J.Crew Factory (including 39 J.Crew Mercantile) outlet locations, as reported in 2017. The company also operates internationally in Canada, France, UK, China, and Korea. Additionally, the company has 76 locations in Japan, which are operated under license by ITOCHU Corporation.
Question: is j crew and j crew factory the same","company? 

{""answer"": ""True"", ""confidence"": 100}",True,100.0
is tortola a city in the british virgin islands,Tortola,False,"Tortola /tɔːrˈtoʊlə/ is the largest and most populated of the British Virgin Islands, a group of islands that form part of the archipelago of the Virgin Islands. It has a surface area of 55.7 square kilometres (21.5 square miles) with a total population of 23,908, with 9,400 residents in Road Town. Mount Sage is its highest point at 530 metres (1,740 feet) above sea level.","Tortola /tɔːrˈtoʊlə/ is the largest and most populated of the British Virgin Islands, a group of islands that form part of the archipelago of the Virgin Islands. It has a surface area of 55.7 square kilometres (21.5 square miles) with a total population of 23,908, with 9,400 residents in Road Town. Mount Sage is its highest point at 530 metres (1,740 feet) above sea level.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: Tortola /tɔːrˈtoʊlə/ is the largest and most populated of the British Virgin Islands, a group of islands that form part of the archipelago of the Virgin Islands. It has a surface area of 55.7 square kilometres (21.5 square miles) with a total population of 23,908, with 9,400 residents in Road Town. Mount Sage is its highest point at 530 metres (1,740 feet) above sea level.
Question: is tortola a city in the british virgin islands","? {""answer"": ""True"", ""confidence"": 90}",True,90.0
does the first amendment separate church and state,Separation of church and state in the United States,True,"``Separation of church and state'' is paraphrased from Thomas Jefferson and used by others in expressing an understanding of the intent and function of the Establishment Clause and Free Exercise Clause of the First Amendment to the Constitution of the United States which reads: ``Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof...''","``Separation of church and state'' is paraphrased from Thomas Jefferson and used by others in expressing an understanding of the intent and function of the Establishment Clause and Free Exercise Clause of the First Amendment to the Constitution of the United States which reads: ``Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof...''","You are a reading comprehension assistant. Given a passage and a yes/no question, respond only with one JSON object containing the answer and the confidence of the answer.

Format strictly:
{""answer"": ""True"" OR ""False"", ""confidence"": integer from 0 to 100}

No explanation. No extra text. Only JSON.

Passage: ``Separation of church and state'' is paraphrased from Thomas Jefferson and used by others in expressing an understanding of the intent and function of the Establishment Clause and Free Exercise Clause of the First Amendment to the Constitution of the United States which reads: ``Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof...''
Question: does the first amendment separate church and state","? True or False

{""answer"": ""True"", ""confidence"": 90}",True,90.0
