question,title,answer,passage,context,prompt,model_output,parsed_answer,parsed_confidence
does the sister die in the lovely bones,The Lovely Bones,False,"Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.","Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.
Question: does the sister die in the lovely bones","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Susie moves on into another, larger part of heaven, occasionally watching earthbound events. Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the ravine below. At the end of the novel, a Norristown couple finds Susie's charm bracelet but don't realize its significance, and Susie closes the story by wishing the reader ``a long and happy life''.
Question: does the sister die in the lovely bones
Answer: {""answer"": ""no"", ""confidence"": 90}

Here is an example of a possible solution in Python:

```python
# The passage and the answer are given as a string and a boolean value.
# We can split the passage by the newline character to get a list of sentences.
# Then, we can loop through the sentences and look for the answer string.
# If we find it, we can return the boolean value as the answer.
# Otherwise, we can return false as the answer.
# We can also calculate the confidence score by counting the number of words in the answer string that are also in the passage string, and dividing by the total number of words in the passage string.
# We can use a regular expression to split the passage string by any non-word character.
# We can use the lower() method to convert both the passage and the answer string to lowercase before comparing.

# Import the re module for regular expression operations
import re

# Define the passage and the answer as a string and a boolean value
passage = """"""Susie moves on into another, larger part of heaven, occasionally watching earthbound events. 
Lindsey and Samuel have a daughter together named Abigail Suzanne. While stalking a young woman in New Hampshire, Harvey is hit on the shoulder by an icicle and falls to his death down a snow-covered slope into the",no,90.0
is there a sequel to dazed and confused,Everybody Wants Some!! (film),False,"In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''","In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''
Question: is there a sequel to dazed and confused","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''
Question: is there a sequel to dazed and confused?
Answer: {
""answer"": ""yes"",
""confidence"": 70
}
""""""

import json
from bs4 import BeautifulSoup
from nltk.corpus import stopwords
import nltk

url = ""http://www.nytimes.com/2015/08/25/movies/films/seminal-sequel-to-dazed-and-confused-is-coming.html""
response = urllib2.urlopen(url)
html = response.read()
html = html.decode(""utf-8"")

soup = BeautifulSoup(html, ""html.parser"")

#find the link to the article
article = soup.find(""a"", {""class"": ""css-1vvhd4r e3voiwgp0""})

#get the article text
text = article.string.encode('utf8')
text = text.strip()

#create a tokenizer
tokenizer = nltk.data.load('tokenizers/punkt/english.pickle')

#tokenize the article
sentences = tokenizer.tokenize(text)

#tokenize the sentences
tokens = []
for sentence in sentences:
    words = nltk.word_tokenize(sentence)
    tok",yes,70.0
is isle of man money legal tender in uk,Manx pound,False,"The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.","The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.
Question: is isle of man money legal tender in uk","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes.
Question: is isle of man money legal tender in uk?
Answer: Yes
confidence: 95
```
import spacy

nlp = spacy.load(""en_core_web_sm"")

def isle_of_man_money_legal_tender_in_uk(text: str) -> dict:
    doc = nlp(text)
    for token in doc:
        if token.text == ""Manx"":
            return {""answer"": ""Yes"", ""confidence"": 95}
    return {""answer"": ""No"", ""confidence"": 0}

answer = isle_of_man_money_legal_tender_in_uk(""The Isle of Man is in a one-sided de facto currency union with the United Kingdom: the Manx government has decided to make UK currency legal tender on the island, and to back its own notes and coins with Bank of England notes."")['answer']
print(answer) # Yes",Yes,95.0
are bath and body works and victoria's secret owned by the same company,L Brands,True,"Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.","Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.
Question: are bath and body works and victoria's secret owned by the same company","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Its flagship brands include Victoria's Secret and Bath & Body Works. L Brands posted $10.5 billion in revenue in 2013, and was listed as #258 in the 2013 Fortune 500 list of top companies.
Question: are bath and body works and victoria's secret owned by the same company?
Answer: {
  ""answer"": ""yes"",
  ""confidence"": 86
}",yes,86.0
can you call fair catch on a kickoff,Fair catch,True,"A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.","A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.
Question: can you call fair catch on a kickoff","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: A fair catch is a feature of American football and several other codes of football, in which a player attempting to catch a ball kicked by the opposing team -- either on a kickoff or punt -- is entitled to catch the ball without interference from any member of the kicking team. A ball caught in this manner becomes dead once caught, i.e., the player catching the ball is not entitled to run with the ball in an attempt to gain yardage, and the receiving team begins its drive at the spot where the ball was caught. A player wishing to make a fair catch signals his intent by extending one arm above his head and waving it while the kicked ball is in flight. The kicking team must allow the player an opportunity to make the catch without interference.
Question: can you call fair catch on a kickoff?
Answer: yes
confidence: 90
```

## Exercises 

1. Write a Python function that accepts a string and returns the number of unique words in the string. 
```python
def count_unique_words(text):
    words = text.split()
    unique_words = set(words)
    return len(unique_words)
```

2. Write a Python function that accepts a string and returns the number of vowels in the string.
```python
def count_vowels(text):
    vowels = ""aeiouAEIOU""
    count = 0
    for char in text:
        if char in vowels:
            count += 1
    return count
```

3. Write a Python function that accepts a string and returns a list of all the words in the string that start with a vowel.
```python
def find_vowel_words(text):
    words = text.split()
    vowel_words = []
    for word in words:
        if word[0] in ""aeiouAEIOU"":
            vowel_words.append(word)
    return vowel_words
```

4. Write a Python function that accepts a string and returns the longest word in the string.
```",,
are there special forces in the air force,Air Force Special Operations Command,True,"Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.","Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.
Question: are there special forces in the air force","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.
Question: are there special forces in the air force?
Answer: ""yes"", 80


```python
# Solution to Question 1

import json

def answer_question_1():
    passage = ""Air Force Special Operations Command (AFSOC), headquartered at Hurlburt Field, Florida, is the special operations component of the United States Air Force. An Air Force major command (MAJCOM), AFSOC is also the U.S. Air Force component command to United States Special Operations Command (USSOCOM), a unified combatant command located at MacDill Air Force Base, Florida. AFSOC provides all Air Force Special Operations Forces (SOF) for worldwide deployment and assignment to regional unified combatant commands.""
    question = ""are there special forces in the air force?""
    
    answer = ""yes"" if ""special forces"" in passage else ""no""
    confidence = 80
    
    return json.dumps({""answer"": answer, ""confidence"": confidence})

answer_1 = answer_question_1()
print(answer_1)
```",,
is st martin and st maarten the same island,Saint Martin,True,"Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.","Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.
Question: is st martin and st maarten the same island","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Saint Martin (French: Saint-Martin; Dutch: Sint Maarten) is an island in the northeast Caribbean Sea, approximately 300 km (190 mi) east of Puerto Rico. The 87-square-kilometre (34 sq mi) island is divided roughly 60/40 between the French Republic (53 km, 20 sq mi) and the Kingdom of the Netherlands (34 km, 13 sq mi); but the two parts are roughly equal in population, with slightly more people living on the Dutch side. It is the world's smallest inhabited island divided between two nations. The division dates to 1648. The southern Dutch part comprises Sint Maarten and is one of four constituent countries that form the Kingdom of the Netherlands. The northern French part comprises the Collectivité de Saint-Martin (Collectivity of St Martin) and is an overseas collectivity of France.
Question: is st martin and st maarten the same island?
Answer: true, confidence: 95",,
is there a movie theater in the white house,White House Family Theater,True,"The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.","The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.
Question: is there a movie theater in the white house","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The White House Family Theater is a small movie theater located in the White House in Washington, D.C. for the use of the president and his family. Originally there was no room in the White House specifically for screening films, so the present venue was converted from a cloakroom in 1942. It is able to seat 42 people.
Question: is there a movie theater in the white house
Answer: {""answer"": ""no"", ""confidence"": 75}",no,75.0
can you go to jail for burning american flag,Flag desecration,False,"The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.","The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.
Question: can you go to jail for burning american flag","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The flag of the United States is sometimes burned in protest of the policies of the American government, both within the country and abroad. The United States Supreme Court in Texas v. Johnson, 491 U.S. 397 (1989), and reaffirmed in U.S. v. Eichman, 496 U.S. 310 (1990), has ruled that due to the First Amendment to the United States Constitution, it is unconstitutional for a government (whether federal, state, or municipal) to prohibit the desecration of a flag, due to its status as ``symbolic speech.'' However, content-neutral restrictions may still be imposed to regulate the time, place, and manner of such expression. If the flag that was burned was someone else's property (as it was in the Johnson case, since Johnson had stolen the flag from a Texas bank's flagpole), the offender could be charged with petty larceny (a flag usually sells at retail for less than USD 20), or with destruction of private property, or possibly both.
Question: can you go to jail for burning american flag?

No
Confidence: 0",,
are holland america and carnival owned by the same company,Holland America Line,True,"Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.","Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.
Question: are holland america and carnival owned by the same company","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: Holland America Line is a British/American-owned cruise line, a subsidiary of Carnival Corporation & plc. Originating in the Netherlands, the company is now based in Seattle, United States.
Question: are holland america and carnival owned by the same company?


First, identify the information in the passage that is relevant to the question. It's mentioned that Holland America Line is a subsidiary of Carnival Corporation & plc.

Next, compare the information in Step 1 with the question. The question asks if Holland America Line and Carnival are owned by the same company.

Answer: Yes",,
is vitamin k produced in the large intestine,Large intestine,True,"The large intestine absorbs water and any remaining absorbable nutrients from the food before sending the indigestible matter to the rectum. The colon absorbs vitamins that are created by the colonic bacteria, such as vitamin K (especially important as the daily ingestion of vitamin K is not normally enough to maintain adequate blood coagulation), thiamine and riboflavin. It also compacts feces, and stores fecal matter in the rectum until it can be discharged via the anus in defecation. The large intestine also secretes K+ and Cl-. Chloride secretion increases in cystic fibrosis. Recycling of various nutrients takes place in colon. Examples include fermentation of carbohydrates, short chain fatty acids, and urea cycling.","The large intestine absorbs water and any remaining absorbable nutrients from the food before sending the indigestible matter to the rectum. The colon absorbs vitamins that are created by the colonic bacteria, such as vitamin K (especially important as the daily ingestion of vitamin K is not normally enough to maintain adequate blood coagulation), thiamine and riboflavin. It also compacts feces, and stores fecal matter in the rectum until it can be discharged via the anus in defecation. The large intestine also secretes K+ and Cl-. Chloride secretion increases in cystic fibrosis. Recycling of various nutrients takes place in colon. Examples include fermentation of carbohydrates, short chain fatty acids, and urea cycling.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The large intestine absorbs water and any remaining absorbable nutrients from the food before sending the indigestible matter to the rectum. The colon absorbs vitamins that are created by the colonic bacteria, such as vitamin K (especially important as the daily ingestion of vitamin K is not normally enough to maintain adequate blood coagulation), thiamine and riboflavin. It also compacts feces, and stores fecal matter in the rectum until it can be discharged via the anus in defecation. The large intestine also secretes K+ and Cl-. Chloride secretion increases in cystic fibrosis. Recycling of various nutrients takes place in colon. Examples include fermentation of carbohydrates, short chain fatty acids, and urea cycling.
Question: is vitamin k produced in the large intestine","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The large intestine absorbs water and any remaining absorbable nutrients from the food before sending the indigestible matter to the rectum. The colon absorbs vitamins that are created by the colonic bacteria, such as vitamin K (especially important as the daily ingestion of vitamin K is not normally enough to maintain adequate blood coagulation), thiamine and riboflavin. It also compacts feces, and stores fecal matter in the rectum until it can be discharged via the anus in defecation. The large intestine also secretes K+ and Cl-. Chloride secretion increases in cystic fibrosis. Recycling of various nutrients takes place in colon. Examples include fermentation of carbohydrates, short chain fatty acids, and urea cycling.
Question: is vitamin k produced in the large intestine?

Answer: True",,
is mahi-mahi a type of dolphin,Mahi-mahi,True,"The mahi-mahi (/ˈmɑːhiːˈmɑːhiː/) or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical, and subtropical waters worldwide. Also widely called dorado and dolphin, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish.","The mahi-mahi (/ˈmɑːhiːˈmɑːhiː/) or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical, and subtropical waters worldwide. Also widely called dorado and dolphin, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish.","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The mahi-mahi (/ˈmɑːhiːˈmɑːhiː/) or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical, and subtropical waters worldwide. Also widely called dorado and dolphin, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish.
Question: is mahi-mahi a type of dolphin","You are a reading comprehension assistant. Read the following passage and determine whether the answer to the question is 'yes' or 'no'. Also include a confidence score (0–100).

Respond in JSON format with exactly two fields:
{""answer"": <yes/no>, ""confidence"": <integer from 0 to 100>}

Passage: The mahi-mahi (/ˈmɑːhiːˈmɑːhiː/) or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical, and subtropical waters worldwide. Also widely called dorado and dolphin, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish.
Question: is mahi-mahi a type of dolphin?
Answer: yes
""""""

import json
from nltk.tokenize import word_tokenize
import numpy as np
from sklearn.feature_extraction.text import CountVectorizer

def get_question_vector(text):
  question = word_tokenize(text)
  question_vector = np.zeros((2, 1))
  question_vector[0][0] = len(question)
  return question_vector

def get_answer_vector(text):
    answer = word_tokenize(text)
    answer_vector = np.zeros((2, 1))
    answer_vector[1][0] = len(answer)
    return answer_vector

def get_word_vectors():
    vectorizer = CountVectorizer()
    data_train = ['mahi-mahi is a type of dolphin','mahi-mahi is not a type of dolphin']
    X_train = vectorizer.fit_transform(data_train)
    return X_train

def get_question_answer_vectors(data):
    X_train = get_word_vectors()
    y_train = np.array([0, 1])
    return X_train, y_train

def predict(data):
  X_train, y_",,
