id,title,question,context,answers,is_impossible,question_id,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
5a7de5f270df9f001a8752c7,Matter,What field of study speculates about science fiction?,"There is considerable speculation both in science and science fiction as to why the observable universe is apparently almost entirely matter, and whether other places are almost entirely antimatter instead. In the early universe, it is thought that matter and antimatter were equally represented, and the disappearance of antimatter requires an asymmetry in physical laws called the charge parity (or CP symmetry) violation. CP symmetry violation can be obtained from the Standard Model, but at this time the apparent asymmetry of matter and antimatter in the visible universe is one of the great unsolved problems in physics. Possible processes by which it came about are explored in more detail under baryogenesis.",[],True,5a7de5f270df9f001a8752c7,"You are a question-answering assistant. Answer with a short span from the context only.
Context: There is considerable speculation both in science and science fiction as to why the observable universe is apparently almost entirely matter, and whether other places are almost entirely antimatter instead. In the early universe, it is thought that matter and antimatter were equally represented, and the disappearance of antimatter requires an asymmetry in physical laws called the charge parity (or CP symmetry) violation. CP symmetry violation can be obtained from the Standard Model, but at this time the apparent asymmetry of matter and antimatter in the visible universe is one of the great unsolved problems in physics. Possible processes by which it came about are explored in more detail under baryogenesis.
Question: What field of study speculates about science fiction?
Answer:",Science fiction.,0.49631422758102417,"{""answer"": ""Science fiction."", ""uncertainty_score"": 0.49631422758102417}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
57311faae6313a140071cc51,Light-emitting_diode,What do phosphor-based LEDs luminous efficacies depend on?,"Phosphor-based LED efficiency losses are due to the heat loss from the Stokes shift and also other phosphor-related degradation issues. Their luminous efficacies compared to normal LEDs depend on the spectral distribution of the resultant light output and the original wavelength of the LED itself. For example, the luminous efficacy of a typical YAG yellow phosphor based white LED ranges from 3 to 5 times the luminous efficacy of the original blue LED because of the human eye's greater sensitivity to yellow than to blue (as modeled in the luminosity function). Due to the simplicity of manufacturing the phosphor method is still the most popular method for making high-intensity white LEDs. The design and production of a light source or light fixture using a monochrome emitter with phosphor conversion is simpler and cheaper than a complex RGB system, and the majority of high-intensity white LEDs presently on the market are manufactured using phosphor light conversion.",['the spectral distribution of the resultant light output'],False,57311faae6313a140071cc51,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Phosphor-based LED efficiency losses are due to the heat loss from the Stokes shift and also other phosphor-related degradation issues. Their luminous efficacies compared to normal LEDs depend on the spectral distribution of the resultant light output and the original wavelength of the LED itself. For example, the luminous efficacy of a typical YAG yellow phosphor based white LED ranges from 3 to 5 times the luminous efficacy of the original blue LED because of the human eye's greater sensitivity to yellow than to blue (as modeled in the luminosity function). Due to the simplicity of manufacturing the phosphor method is still the most popular method for making high-intensity white LEDs. The design and production of a light source or light fixture using a monochrome emitter with phosphor conversion is simpler and cheaper than a complex RGB system, and the majority of high-intensity white LEDs presently on the market are manufactured using phosphor light conversion.
Question: What do phosphor-based LEDs luminous efficacies depend on?
Answer:",The spectral distribution of the resultant light output and the original wavelength of the LED itself.,0.03464794158935547,"{""answer"": ""The spectral distribution of the resultant light output and the original wavelength of the LED itself."", ""uncertainty_score"": 0.03464794158935547}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
57282f40ff5b5019007d9eb8,History_of_science,What did The City of God change?,"With the fall of the Western Roman Empire, there arose a more diffuse arena for political studies. The rise of monotheism and, particularly for the Western tradition, Christianity, brought to light a new space for politics and political action[citation needed]. During the Middle Ages, the study of politics was widespread in the churches and courts. Works such as Augustine of Hippo's The City of God synthesized current philosophies and political traditions with those of Christianity, redefining the borders between what was religious and what was political. Most of the political questions surrounding the relationship between Church and State were clarified and contested in this period.",['the borders between what was religious and what was political'],False,57282f40ff5b5019007d9eb8,"You are a question-answering assistant. Answer with a short span from the context only.
Context: With the fall of the Western Roman Empire, there arose a more diffuse arena for political studies. The rise of monotheism and, particularly for the Western tradition, Christianity, brought to light a new space for politics and political action[citation needed]. During the Middle Ages, the study of politics was widespread in the churches and courts. Works such as Augustine of Hippo's The City of God synthesized current philosophies and political traditions with those of Christianity, redefining the borders between what was religious and what was political. Most of the political questions surrounding the relationship between Church and State were clarified and contested in this period.
Question: What did The City of God change?
Answer:",It redefined the borders between what was religious and what was political.,0.1373940259218216,"{""answer"": ""It redefined the borders between what was religious and what was political."", ""uncertainty_score"": 0.1373940259218216}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
570c38b26b8089140040fc43,Melbourne,"In 1863, why was Aboriginal population declining?","With the gold rush largely over by 1860, Melbourne continued to grow on the back of continuing gold mining, as the major port for exporting the agricultural products of Victoria, especially wool, and a developing manufacturing sector protected by high tariffs. An extensive radial railway network centred on Melbourne and spreading out across the suburbs and into the countryside was established from the late 1850s. Further major public buildings were begun in the 1860s and 1870s such as the Supreme Court, Government House, and the Queen Victoria Market. The central city filled up with shops and offices, workshops, and warehouses. Large banks and hotels faced the main streets, with fine townhouses in the east end of Collins Street, contrasting with tiny cottages down laneways within the blocks. The Aboriginal population continued to decline with an estimated 80% total decrease by 1863, due primarily to introduced diseases, particularly smallpox, frontier violence and dispossession from their lands.","['diseases, particularly smallpox, frontier violence and dispossession from their lands.']",False,570c38b26b8089140040fc43,"You are a question-answering assistant. Answer with a short span from the context only.
Context: With the gold rush largely over by 1860, Melbourne continued to grow on the back of continuing gold mining, as the major port for exporting the agricultural products of Victoria, especially wool, and a developing manufacturing sector protected by high tariffs. An extensive radial railway network centred on Melbourne and spreading out across the suburbs and into the countryside was established from the late 1850s. Further major public buildings were begun in the 1860s and 1870s such as the Supreme Court, Government House, and the Queen Victoria Market. The central city filled up with shops and offices, workshops, and warehouses. Large banks and hotels faced the main streets, with fine townhouses in the east end of Collins Street, contrasting with tiny cottages down laneways within the blocks. The Aboriginal population continued to decline with an estimated 80% total decrease by 1863, due primarily to introduced diseases, particularly smallpox, frontier violence and dispossession from their lands.
Question: In 1863, why was Aboriginal population declining?
Answer:","Due to introduced diseases, frontier violence and dispossession from their lands.",0.34331902861595154,"{""answer"": ""Due to introduced diseases, frontier violence and dispossession from their lands."", ""uncertainty_score"": 0.34331902861595154}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
570981cd200fba14003680d7,Orthodox_Judaism,What are the detailed explanations of how to apply and interpret the laws of the written Torah called?,"Orthodox Judaism holds that the words of the Torah, including both the Written Law (Pentateuch) and those parts of the Oral Law which are ""halacha leMoshe m'Sinai"", were dictated by God to Moses essentially as they exist today. The laws contained in the Written Torah were given along with detailed explanations as how to apply and interpret them, the Oral Law. Although Orthodox Jews believe that many elements of current religious law were decreed or added as ""fences"" around the law by the rabbis, all Orthodox Jews believe that there is an underlying core of Sinaitic law and that this core of the religious laws Orthodox Jews know today is thus directly derived from Sinai and directly reflects the Divine will. As such, Orthodox Jews believe that one must be extremely careful in interpreting Jewish law. Orthodox Judaism holds that, given Jewish law's Divine origin, no underlying principle may be compromised in accounting for changing political, social or economic conditions; in this sense, ""creativity"" and development in Jewish law is limited.",['Oral Law'],False,570981cd200fba14003680d7,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Orthodox Judaism holds that the words of the Torah, including both the Written Law (Pentateuch) and those parts of the Oral Law which are ""halacha leMoshe m'Sinai"", were dictated by God to Moses essentially as they exist today. The laws contained in the Written Torah were given along with detailed explanations as how to apply and interpret them, the Oral Law. Although Orthodox Jews believe that many elements of current religious law were decreed or added as ""fences"" around the law by the rabbis, all Orthodox Jews believe that there is an underlying core of Sinaitic law and that this core of the religious laws Orthodox Jews know today is thus directly derived from Sinai and directly reflects the Divine will. As such, Orthodox Jews believe that one must be extremely careful in interpreting Jewish law. Orthodox Judaism holds that, given Jewish law's Divine origin, no underlying principle may be compromised in accounting for changing political, social or economic conditions; in this sense, ""creativity"" and development in Jewish law is limited.
Question: What are the detailed explanations of how to apply and interpret the laws of the written Torah called?
Answer:",The Oral Law.,0.08158383518457413,"{""answer"": ""The Oral Law."", ""uncertainty_score"": 0.08158383518457413}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5728bb153acd2414000dfd57,Mandolin,Who are the famous Venezuelen mandolinist? ,"As in Brazil, the mandolin has played an important role in the Music of Venezuela. It has enjoyed a privileged position as the main melodic instrument in several different regions of the country. Specifically, the eastern states of Sucre, Nueva Esparta, Anzoategui and Monagas have made the mandolin the main instrument in their versions of Joropo as well as Puntos, Jotas, Polos, Fulias, Merengues and Malagueñas. Also, in the west of the country the sound of the mandolin is intrinsically associated with the regional genres of the Venezuelan Andes: Bambucos, Pasillos, Pasodobles, and Waltzes. In the western city of Maracaibo the Mandolin has been played in Decimas, Danzas and Contradanzas Zulianas; in the capital, Caracas, the Merengue Rucaneao, Pasodobles and Waltzes have also been played with mandolin for almost a century. Today, Venezuelan mandolists include an important group of virtuoso players and ensembles such as Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.","['Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.']",False,5728bb153acd2414000dfd57,"You are a question-answering assistant. Answer with a short span from the context only.
Context: As in Brazil, the mandolin has played an important role in the Music of Venezuela. It has enjoyed a privileged position as the main melodic instrument in several different regions of the country. Specifically, the eastern states of Sucre, Nueva Esparta, Anzoategui and Monagas have made the mandolin the main instrument in their versions of Joropo as well as Puntos, Jotas, Polos, Fulias, Merengues and Malagueñas. Also, in the west of the country the sound of the mandolin is intrinsically associated with the regional genres of the Venezuelan Andes: Bambucos, Pasillos, Pasodobles, and Waltzes. In the western city of Maracaibo the Mandolin has been played in Decimas, Danzas and Contradanzas Zulianas; in the capital, Caracas, the Merengue Rucaneao, Pasodobles and Waltzes have also been played with mandolin for almost a century. Today, Venezuelan mandolists include an important group of virtuoso players and ensembles such as Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.
Question: Who are the famous Venezuelen mandolinist? 
Answer:","Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto.",0.16675259172916412,"{""answer"": ""Alberto Valderrama, Jesus Rengel, Ricardo Sandoval, Saul Vera, and Cristobal Soto."", ""uncertainty_score"": 0.16675259172916412}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5ad2e74a604f3c001a3fd95f,Cardinal_(Catholicism),"What tradition in England, France, and Portugal developed entitling certain political influencers to nominate their trusted subjects?","The earlier influence of temporal rulers, notably the French kings, reasserted itself through the influence of cardinals of certain nationalities or politically significant movements. Traditions even developed entitling certain monarchs, including those of Austria, Spain, and Portugal, to nominate one of their trusted clerical subjects to be created cardinal, a so-called crown-cardinal.[citation needed]",[],True,5ad2e74a604f3c001a3fd95f,"You are a question-answering assistant. Answer with a short span from the context only.
Context: The earlier influence of temporal rulers, notably the French kings, reasserted itself through the influence of cardinals of certain nationalities or politically significant movements. Traditions even developed entitling certain monarchs, including those of Austria, Spain, and Portugal, to nominate one of their trusted clerical subjects to be created cardinal, a so-called crown-cardinal.[citation needed]
Question: What tradition in England, France, and Portugal developed entitling certain political influencers to nominate their trusted subjects?
Answer:",The tradition of creating crown-cardinals.,1.8507047891616821,"{""answer"": ""The tradition of creating crown-cardinals."", ""uncertainty_score"": 1.8507047891616821}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5ad5fd485b96ef001a10afc2,Comprehensive_school,What type of school has surpassed uncomprehensive schools in Ireland?,"Comprehensive schools were introduced into Ireland in 1966 by an initiative by Patrick Hillery, Minister for Education, to give a broader range of education compared to that of the vocational school system, which was then the only system of schools completely controlled by the state. Until then, education in Ireland was largely dominated by religious persuasion, particularly the voluntary secondary school system was a particular realisation of this. The comprehensive school system is still relatively small and to an extent has been superseded by the community school concept. The Irish word for a comprehensive school is a 'scoil chuimsitheach.'",[],True,5ad5fd485b96ef001a10afc2,"You are a question-answering assistant. Answer with a short span from the context only.
Context: Comprehensive schools were introduced into Ireland in 1966 by an initiative by Patrick Hillery, Minister for Education, to give a broader range of education compared to that of the vocational school system, which was then the only system of schools completely controlled by the state. Until then, education in Ireland was largely dominated by religious persuasion, particularly the voluntary secondary school system was a particular realisation of this. The comprehensive school system is still relatively small and to an extent has been superseded by the community school concept. The Irish word for a comprehensive school is a 'scoil chuimsitheach.'
Question: What type of school has surpassed uncomprehensive schools in Ireland?
Answer:",Community schools.,0.05812962353229523,"{""answer"": ""Community schools."", ""uncertainty_score"": 0.05812962353229523}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
5ad2b1b9d7d075001a429f5a,Nintendo_Entertainment_System, How were the special controllers disconnected to the NES?,"A number of special controllers designed for use with specific games were released for the system, though very few such devices proved particularly popular. Such devices included, but were not limited to, the Zapper (a light gun), the R.O.B., and the Power Pad. The original Famicom featured a deepened DA-15 expansion port on the front of the unit, which was used to connect most auxiliary devices. On the NES, these special controllers were generally connected to one of the two control ports on the front of the console.",[],True,5ad2b1b9d7d075001a429f5a,"You are a question-answering assistant. Answer with a short span from the context only.
Context: A number of special controllers designed for use with specific games were released for the system, though very few such devices proved particularly popular. Such devices included, but were not limited to, the Zapper (a light gun), the R.O.B., and the Power Pad. The original Famicom featured a deepened DA-15 expansion port on the front of the unit, which was used to connect most auxiliary devices. On the NES, these special controllers were generally connected to one of the two control ports on the front of the console.
Question:  How were the special controllers disconnected to the NES?
Answer:",They were connected to one of the two control ports on the front of the console.,0.37013283371925354,"{""answer"": ""They were connected to one of the two control ports on the front of the console."", ""uncertainty_score"": 0.37013283371925354}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
56eaa7590030b61400a3500d,Political_corruption,What is the public official's share called when involved in corrupt bidding?,"A kickback is an official's share of misappropriated funds allocated from his or her organization to an organization involved in corrupt bidding. For example, suppose that a politician is in charge of choosing how to spend some public funds. He can give a contract to a company that is not the best bidder, or allocate more than they deserve. In this case, the company benefits, and in exchange for betraying the public, the official receives a kickback payment, which is a portion of the sum the company received. This sum itself may be all or a portion of the difference between the actual (inflated) payment to the company and the (lower) market-based price that would have been paid had the bidding been competitive.",['kickback'],False,56eaa7590030b61400a3500d,"You are a question-answering assistant. Answer with a short span from the context only.
Context: A kickback is an official's share of misappropriated funds allocated from his or her organization to an organization involved in corrupt bidding. For example, suppose that a politician is in charge of choosing how to spend some public funds. He can give a contract to a company that is not the best bidder, or allocate more than they deserve. In this case, the company benefits, and in exchange for betraying the public, the official receives a kickback payment, which is a portion of the sum the company received. This sum itself may be all or a portion of the difference between the actual (inflated) payment to the company and the (lower) market-based price that would have been paid had the bidding been competitive.
Question: What is the public official's share called when involved in corrupt bidding?
Answer:",A kickback.,0.06342638283967972,"{""answer"": ""A kickback."", ""uncertainty_score"": 0.06342638283967972}",squad,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 22:24:12
