question,title,answer,passage,context,input_text,model_answer,uncertainty_score,ground_truth,match
can i use a tracfone with straight talk service,TracFone Wireless,False,"Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.","Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.
Question: can i use a tracfone with straight talk service",? No,1.7479909658432007,false,False
does pam and jim get together in the office,Pam Beesly,True,"Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.","Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.
Question: does pam and jim get together in the office",? YES NO,1.441842794418335,true,False
is there going to be another season of the punisher,The Punisher (season 2),True,"The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.","The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.
Question: is there going to be another season of the punisher","? 
Answer: yes",4.241588115692139,true,False
does a goal from a throw in count,Throw-in,False,"A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.","A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.
Question: does a goal from a throw in count",as a goal?,1.2658324241638184,false,False
is a pinky a finger yes or no,Little finger,True,"The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.","The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.
Question: is a pinky a finger yes or no","? 

Answer: yes",3.039276123046875,true,False
did the uk have a referendum to join the eu,"United Kingdom European Communities membership referendum, 1975",True,"The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.","The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.
Question: did the uk have a referendum to join the eu",? No,2.363351583480835,true,False
can a local maximum also be an absolute maximum,Maxima and minima,True,"In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.","In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.
Question: can a local maximum also be an absolute maximum",? No,1.886401653289795,true,False
is lethal weapon based on a true story,Lethal Weapon,False,"Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.","Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.
Question: is lethal weapon based on a true story",? No,0.7288105487823486,false,False
is bermuda an island in the caribbean sea,Bermuda,False,"Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).","Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).
Question: is bermuda an island in the caribbean sea","? 

Answer: no.",3.6537957191467285,false,False
is the 2 dollar bill still in circulation,United States two-dollar bill,True,"The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.","The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.","You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.
Question: is the 2 dollar bill still in circulation",? No,1.6371636390686035,true,False
is it ok to eat cooking apples raw,Cooking apple,True,It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.,It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.,"You are a reading comprehension assistant. Given a passage and a yes/no question, respond with a single word: either 'yes' or 'no' — but not both.
Passage: It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.
Question: is it ok to eat cooking apples raw","? 
Answer: no.",2.595012664794922,true,False
